"Transcript_ID" "Gene_Name" "Description"
"ENST00000492164" "TIMMDC1" "nonsense_mediated_decay"
"ENST00000466984" "TIMMDC1" "protein_coding"
"ENST00000463927" "TIMMDC1" "nonsense_mediated_decay"
"ENST00000498399" "TIMMDC1" "nonsense_mediated_decay"
"ENST00000469324" "TIMMDC1" "retained_intron"
"ENST00000314797" "COPG1" "protein_coding"
"ENST00000513965" "COPG1" "retained_intron"
"ENST00000515725" "COPG1" "retained_intron"
"ENST00000504350" "COPG1" "nonsense_mediated_decay"
"ENST00000509208" "COPG1" "retained_intron"
"ENST00000504547" "COPG1" "retained_intron"
"ENST00000513410" "COPG1" "retained_intron"
"ENST00000509889" "COPG1" "protein_coding"
"ENST00000514478" "COPG1" "nonsense_mediated_decay"
"ENST00000512034" "COPG1" "retained_intron"
"ENST00000509042" "HMCES" "protein_coding"
"ENST00000417226" "HMCES" "protein_coding"
"ENST00000383463" "HMCES" "protein_coding"
"ENST00000510314" "HMCES" "protein_coding"
"ENST00000502878" "HMCES" "protein_coding"
"ENST00000389735" "HMCES" "protein_coding"
"ENST00000509551" "HMCES" "protein_coding"
"ENST00000511665" "HMCES" "protein_coding"
"ENST00000600150" "U2SURP" "protein_coding"
"ENST00000488497" "U2SURP" "nonsense_mediated_decay"
"ENST00000493782" "U2SURP" "protein_coding"
"ENST00000473835" "U2SURP" "protein_coding"
"ENST00000461591" "U2SURP" "retained_intron"
"ENST00000493598" "U2SURP" "protein_coding"
"ENST00000463563" "U2SURP" "nonsense_mediated_decay"
"ENST00000470400" "U2SURP" "retained_intron"
"ENST00000465175" "U2SURP" "protein_coding"
"ENST00000485374" "U2SURP" "lncRNA"
"ENST00000491827" "U2SURP" "retained_intron"
"ENST00000488587" "U2SURP" "retained_intron"
"ENST00000480029" "U2SURP" "retained_intron"
"ENST00000472373" "U2SURP" "retained_intron"
"ENST00000496100" "U2SURP" "retained_intron"
"ENST00000467348" "U2SURP" "protein_coding"
"ENST00000461844" "U2SURP" "retained_intron"
"ENST00000446160" "ANKUB1" "protein_coding"
"ENST00000484019" "ANKUB1" "nonsense_mediated_decay"
"ENST00000462519" "ANKUB1" "protein_coding"
"ENST00000474404" "ANKUB1" "retained_intron"
"ENST00000474224" "ANKUB1" "lncRNA"
"ENST00000462561" "ANKUB1" "lncRNA"
"ENST00000481585" "ANKUB1" "lncRNA"
"ENST00000497728" "ANKUB1" "lncRNA"
"ENST00000473672" "ANKUB1" "lncRNA"
"ENST00000397537" "SMCO1" "protein_coding"
"ENST00000452776" "SMCO1" "nonsense_mediated_decay"
"ENST00000328557" "NRROS" "protein_coding"
"ENST00000461791" "NRROS" "retained_intron"
"ENST00000296343" "RUBCN" "protein_coding"
"ENST00000273582" "RUBCN" "protein_coding"
"ENST00000413360" "RUBCN" "protein_coding"
"ENST00000415452" "RUBCN" "protein_coding"
"ENST00000471364" "RUBCN" "retained_intron"
"ENST00000447048" "RUBCN" "protein_coding"
"ENST00000449205" "RUBCN" "protein_coding"
"ENST00000467303" "RUBCN" "lncRNA"
"ENST00000474214" "RUBCN" "protein_coding"
"ENST00000472149" "RUBCN" "lncRNA"
"ENST00000508803" "NSD2" "protein_coding"
"ENST00000507820" "NSD2" "protein_coding"
"ENST00000508355" "NSD2" "retained_intron"
"ENST00000514045" "NSD2" "protein_coding"
"ENST00000515806" "NSD2" "protein_coding"
"ENST00000353275" "NSD2" "nonsense_mediated_decay"
"ENST00000382892" "NSD2" "protein_coding"
"ENST00000382891" "NSD2" "protein_coding"
"ENST00000420906" "NSD2" "protein_coding"
"ENST00000312087" "NSD2" "nonsense_mediated_decay"
"ENST00000382895" "NSD2" "protein_coding"
"ENST00000503128" "NSD2" "protein_coding"
"ENST00000509115" "NSD2" "protein_coding"
"ENST00000398261" "NSD2" "protein_coding"
"ENST00000436793" "NSD2" "protein_coding"
"ENST00000512700" "NSD2" "nonsense_mediated_decay"
"ENST00000511904" "NSD2" "nonsense_mediated_decay"
"ENST00000513726" "NSD2" "lncRNA"
"ENST00000482415" "NSD2" "lncRNA"
"ENST00000514329" "NSD2" "protein_coding"
"ENST00000502425" "NSD2" "lncRNA"
"ENST00000505643" "NSD2" "lncRNA"
"ENST00000382888" "NSD2" "protein_coding"
"ENST00000503207" "NSD2" "lncRNA"
"ENST00000507094" "NSD2" "retained_intron"
"ENST00000515695" "NSD2" "retained_intron"
"ENST00000508299" "NSD2" "retained_intron"
"ENST00000542778" "NELFA" "protein_coding"
"ENST00000467661" "NELFA" "retained_intron"
"ENST00000382882" "NELFA" "protein_coding"
"ENST00000463820" "NELFA" "retained_intron"
"ENST00000416258" "NELFA" "protein_coding"
"ENST00000333877" "NELFA" "nonsense_mediated_decay"
"ENST00000453740" "NELFA" "protein_coding"
"ENST00000431323" "NELFA" "protein_coding"
"ENST00000455762" "NELFA" "protein_coding"
"ENST00000488452" "NELFA" "retained_intron"
"ENST00000421397" "NELFA" "nonsense_mediated_decay"
"ENST00000484545" "NELFA" "retained_intron"
"ENST00000411649" "NELFA" "protein_coding"
"ENST00000443203" "NELFA" "nonsense_mediated_decay"
"ENST00000458616" "NELFA" "nonsense_mediated_decay"
"ENST00000417945" "USP17L10" "protein_coding"
"ENST00000421288" "USP17L10" "protein_coding"
"ENST00000457736" "USP17L11" "protein_coding"
"ENST00000613973" "USP17L11" "protein_coding"
"ENST00000415041" "USP17L12" "protein_coding"
"ENST00000429667" "USP17L13" "protein_coding"
"ENST00000616303" "USP17L13" "protein_coding"
"ENST00000456464" "USP17L15" "protein_coding"
"ENST00000621432" "USP17L15" "protein_coding"
"ENST00000511568" "USP17L17" "protein_coding"
"ENST00000614762" "USP17L17" "protein_coding"
"ENST00000504209" "USP17L18" "protein_coding"
"ENST00000619296" "USP17L18" "protein_coding"
"ENST00000515566" "USP17L19" "protein_coding"
"ENST00000615989" "USP17L19" "protein_coding"
"ENST00000506151" "USP17L20" "protein_coding"
"ENST00000613757" "USP17L20" "protein_coding"
"ENST00000506414" "USP17L21" "protein_coding"
"ENST00000621388" "USP17L21" "protein_coding"
"ENST00000511280" "USP17L22" "protein_coding"
"ENST00000622009" "USP17L22" "protein_coding"
"ENST00000506619" "USP17L23" "protein_coding"
"ENST00000504481" "USP17L24" "protein_coding"
"ENST00000622713" "USP17L24" "protein_coding"
"ENST00000509271" "USP17L25" "protein_coding"
"ENST00000621472" "USP17L25" "protein_coding"
"ENST00000509660" "USP17L26" "protein_coding"
"ENST00000610514" "USP17L26" "protein_coding"
"ENST00000507227" "USP17L5" "protein_coding"
"ENST00000515574" "USP17L27" "protein_coding"
"ENST00000504543" "USP17L28" "protein_coding"
"ENST00000511681" "USP17L29" "protein_coding"
"ENST00000504104" "USP17L30" "protein_coding"
"ENST00000295958" "SMIM14" "protein_coding"
"ENST00000630374" "SMIM14" "lncRNA"
"ENST00000512441" "SMIM14" "lncRNA"
"ENST00000511809" "SMIM14" "protein_coding"
"ENST00000510628" "SMIM14" "lncRNA"
"ENST00000507613" "SMIM14" "nonsense_mediated_decay"
"ENST00000505729" "SMIM14" "protein_coding"
"ENST00000512091" "ADGRL3" "protein_coding"
"ENST00000509779" "ADGRL3" "lncRNA"
"ENST00000514591" "ADGRL3" "protein_coding"
"ENST00000509896" "ADGRL3" "protein_coding"
"ENST00000511324" "ADGRL3" "protein_coding"
"ENST00000506700" "ADGRL3" "protein_coding"
"ENST00000507164" "ADGRL3" "protein_coding"
"ENST00000508693" "ADGRL3" "protein_coding"
"ENST00000507625" "ADGRL3" "protein_coding"
"ENST00000514157" "ADGRL3" "protein_coding"
"ENST00000504896" "ADGRL3" "protein_coding"
"ENST00000508946" "ADGRL3" "protein_coding"
"ENST00000506720" "ADGRL3" "protein_coding"
"ENST00000506746" "ADGRL3" "protein_coding"
"ENST00000514996" "ADGRL3" "protein_coding"
"ENST00000509089" "ADGRL3" "retained_intron"
"ENST00000502815" "ADGRL3" "protein_coding"
"ENST00000508078" "ADGRL3" "lncRNA"
"ENST00000510209" "METAP1" "lncRNA"
"ENST00000507537" "METAP1" "nonsense_mediated_decay"
"ENST00000296411" "METAP1" "protein_coding"
"ENST00000506238" "METAP1" "nonsense_mediated_decay"
"ENST00000625963" "METAP1" "protein_coding"
"ENST00000503247" "METAP1" "nonsense_mediated_decay"
"ENST00000510107" "METAP1" "nonsense_mediated_decay"
"ENST00000513199" "METAP1" "lncRNA"
"ENST00000506548" "METAP1" "lncRNA"
"ENST00000513097" "METAP1" "retained_intron"
"ENST00000510133" "METAP1" "protein_coding"
"ENST00000514051" "METAP1" "protein_coding"
"ENST00000398965" "ABHD18" "protein_coding"
"ENST00000645843" "ABHD18" "protein_coding"
"ENST00000473040" "ABHD18" "nonsense_mediated_decay"
"ENST00000444616" "ABHD18" "protein_coding"
"ENST00000388795" "ABHD18" "protein_coding"
"ENST00000513371" "ABHD18" "protein_coding"
"ENST00000611882" "ABHD18" "protein_coding"
"ENST00000509736" "RPS3A" "protein_coding"
"ENST00000505243" "RPS3A" "protein_coding"
"ENST00000507485" "RPS3A" "retained_intron"
"ENST00000274065" "RPS3A" "protein_coding"
"ENST00000515818" "RPS3A" "nonsense_mediated_decay"
"ENST00000514682" "RPS3A" "protein_coding"
"ENST00000503002" "RPS3A" "protein_coding"
"ENST00000512690" "RPS3A" "protein_coding"
"ENST00000508783" "RPS3A" "protein_coding"
"ENST00000512797" "RPS3A" "protein_coding"
"ENST00000507327" "RPS3A" "protein_coding"
"ENST00000515792" "RPS3A" "protein_coding"
"ENST00000506126" "RPS3A" "protein_coding"
"ENST00000510993" "RPS3A" "protein_coding"
"ENST00000393381" "HPF1" "protein_coding"
"ENST00000515204" "HPF1" "retained_intron"
"ENST00000506125" "HPF1" "retained_intron"
"ENST00000357207" "TRAPPC11" "protein_coding"
"ENST00000334690" "TRAPPC11" "protein_coding"
"ENST00000504526" "TRAPPC11" "lncRNA"
"ENST00000505676" "TRAPPC11" "nonsense_mediated_decay"
"ENST00000509857" "TRAPPC11" "retained_intron"
"ENST00000513600" "TRAPPC11" "retained_intron"
"ENST00000511409" "TRAPPC11" "lncRNA"
"ENST00000512476" "TRAPPC11" "protein_coding"
"ENST00000511955" "TRAPPC11" "retained_intron"
"ENST00000506426" "TRAPPC11" "retained_intron"
"ENST00000614778" "PDCD6" "protein_coding"
"ENST00000618970" "PDCD6" "protein_coding"
"ENST00000628729" "PDCD6" "protein_coding"
"ENST00000515587" "PDCD6" "retained_intron"
"ENST00000513582" "PDCD6" "retained_intron"
"ENST00000264933" "PDCD6" "protein_coding"
"ENST00000505221" "PDCD6" "protein_coding"
"ENST00000509581" "PDCD6" "protein_coding"
"ENST00000507528" "PDCD6" "protein_coding"
"ENST00000505526" "PDCD6" "nonsense_mediated_decay"
"ENST00000507473" "PDCD6" "protein_coding"
"ENST00000511482" "PDCD6" "lncRNA"
"ENST00000512466" "PDCD6" "retained_intron"
"ENST00000512608" "ICE1" "protein_coding"
"ENST00000296564" "ICE1" "protein_coding"
"ENST00000505464" "ICE1" "retained_intron"
"ENST00000512009" "TRAPPC13" "retained_intron"
"ENST00000399438" "TRAPPC13" "protein_coding"
"ENST00000438419" "TRAPPC13" "protein_coding"
"ENST00000231526" "TRAPPC13" "protein_coding"
"ENST00000504751" "TRAPPC13" "nonsense_mediated_decay"
"ENST00000505553" "TRAPPC13" "protein_coding"
"ENST00000508304" "TRAPPC13" "retained_intron"
"ENST00000504243" "TRAPPC13" "nonsense_mediated_decay"
"ENST00000520525" "TRAPPC13" "retained_intron"
"ENST00000509234" "TRAPPC13" "retained_intron"
"ENST00000505108" "TRAPPC13" "retained_intron"
"ENST00000415825" "TRAPPC13" "retained_intron"
"ENST00000284037" "ERBIN" "protein_coding"
"ENST00000380943" "ERBIN" "protein_coding"
"ENST00000507490" "ERBIN" "lncRNA"
"ENST00000416865" "ERBIN" "protein_coding"
"ENST00000380935" "ERBIN" "protein_coding"
"ENST00000380938" "ERBIN" "protein_coding"
"ENST00000511297" "ERBIN" "protein_coding"
"ENST00000506030" "ERBIN" "protein_coding"
"ENST00000508515" "ERBIN" "protein_coding"
"ENST00000507128" "ERBIN" "retained_intron"
"ENST00000515185" "ERBIN" "retained_intron"
"ENST00000511671" "ERBIN" "protein_coding"
"ENST00000503913" "ERBIN" "lncRNA"
"ENST00000512354" "ERBIN" "protein_coding"
"ENST00000505822" "ERBIN" "retained_intron"
"ENST00000509946" "ERBIN" "retained_intron"
"ENST00000506744" "ERBIN" "retained_intron"
"ENST00000512974" "MAP1B" "protein_coding"
"ENST00000296755" "MAP1B" "protein_coding"
"ENST00000504183" "MAP1B" "lncRNA"
"ENST00000513526" "MAP1B" "nonsense_mediated_decay"
"ENST00000511641" "MAP1B" "protein_coding"
"ENST00000504492" "MAP1B" "protein_coding"
"ENST00000514515" "NREP" "nonsense_mediated_decay"
"ENST00000509025" "NREP" "protein_coding"
"ENST00000379671" "NREP" "protein_coding"
"ENST00000257435" "NREP" "protein_coding"
"ENST00000447165" "NREP" "protein_coding"
"ENST00000446294" "NREP" "protein_coding"
"ENST00000395634" "NREP" "protein_coding"
"ENST00000515855" "NREP" "protein_coding"
"ENST00000507742" "NREP" "lncRNA"
"ENST00000509979" "NREP" "protein_coding"
"ENST00000450761" "NREP" "protein_coding"
"ENST00000419114" "NREP" "protein_coding"
"ENST00000509427" "NREP" "protein_coding"
"ENST00000453526" "NREP" "protein_coding"
"ENST00000455559" "NREP" "protein_coding"
"ENST00000508870" "NREP" "protein_coding"
"ENST00000513100" "NREP" "protein_coding"
"ENST00000504018" "NREP" "retained_intron"
"ENST00000508161" "NREP" "protein_coding"
"ENST00000503429" "NREP" "retained_intron"
"ENST00000505864" "NREP" "retained_intron"
"ENST00000507032" "NREP" "protein_coding"
"ENST00000513684" "NREP" "retained_intron"
"ENST00000522663" "MRNIP" "nonsense_mediated_decay"
"ENST00000518235" "MRNIP" "protein_coding"
"ENST00000520698" "MRNIP" "protein_coding"
"ENST00000518950" "MRNIP" "retained_intron"
"ENST00000376931" "MRNIP" "protein_coding"
"ENST00000523267" "MRNIP" "lncRNA"
"ENST00000518219" "MRNIP" "protein_coding"
"ENST00000292586" "MRNIP" "protein_coding"
"ENST00000523084" "MRNIP" "protein_coding"
"ENST00000610475" "MRNIP" "protein_coding"
"ENST00000521299" "MRNIP" "nonsense_mediated_decay"
"ENST00000521333" "MRNIP" "protein_coding"
"ENST00000520150" "MRNIP" "retained_intron"
"ENST00000520900" "MRNIP" "retained_intron"
"ENST00000519208" "MRNIP" "nonsense_mediated_decay"
"ENST00000523737" "MRNIP" "nonsense_mediated_decay"
"ENST00000520995" "MRNIP" "nonsense_mediated_decay"
"ENST00000521675" "MRNIP" "retained_intron"
"ENST00000524068" "MRNIP" "nonsense_mediated_decay"
"ENST00000522157" "MRNIP" "nonsense_mediated_decay"
"ENST00000523835" "MRNIP" "nonsense_mediated_decay"
"ENST00000519213" "MRNIP" "nonsense_mediated_decay"
"ENST00000519318" "MRNIP" "retained_intron"
"ENST00000517338" "MRNIP" "lncRNA"
"ENST00000519398" "MRNIP" "retained_intron"
"ENST00000512805" "RACK1" "protein_coding"
"ENST00000511473" "RACK1" "nonsense_mediated_decay"
"ENST00000504325" "RACK1" "nonsense_mediated_decay"
"ENST00000514455" "RACK1" "protein_coding"
"ENST00000509148" "RACK1" "protein_coding"
"ENST00000502905" "RACK1" "protein_coding"
"ENST00000507756" "RACK1" "protein_coding"
"ENST00000511566" "RACK1" "protein_coding"
"ENST00000507273" "RACK1" "retained_intron"
"ENST00000509535" "RACK1" "protein_coding"
"ENST00000504128" "RACK1" "protein_coding"
"ENST00000508682" "RACK1" "nonsense_mediated_decay"
"ENST00000376817" "RACK1" "protein_coding"
"ENST00000504726" "RACK1" "protein_coding"
"ENST00000511900" "RACK1" "protein_coding"
"ENST00000513060" "RACK1" "retained_intron"
"ENST00000512968" "RACK1" "protein_coding"
"ENST00000510199" "RACK1" "protein_coding"
"ENST00000502844" "RACK1" "protein_coding"
"ENST00000507000" "RACK1" "protein_coding"
"ENST00000514183" "RACK1" "retained_intron"
"ENST00000502548" "RACK1" "retained_intron"
"ENST00000502890" "RACK1" "retained_intron"
"ENST00000503494" "RACK1" "nonsense_mediated_decay"
"ENST00000506312" "RACK1" "nonsense_mediated_decay"
"ENST00000503081" "RACK1" "protein_coding"
"ENST00000508044" "RACK1" "retained_intron"
"ENST00000515417" "RACK1" "retained_intron"
"ENST00000513027" "RACK1" "protein_coding"
"ENST00000626067" "RACK1" "protein_coding"
"ENST00000505461" "RACK1" "lncRNA"
"ENST00000507261" "RACK1" "retained_intron"
"ENST00000508963" "RACK1" "retained_intron"
"ENST00000503170" "RACK1" "lncRNA"
"ENST00000514318" "RACK1" "lncRNA"
"ENST00000379568" "PAK1IP1" "protein_coding"
"ENST00000416247" "SMIM13" "protein_coding"
"ENST00000376935" "SMIM13" "nonsense_mediated_decay"
"ENST00000461945" "CARMIL1" "protein_coding"
"ENST00000329474" "CARMIL1" "protein_coding"
"ENST00000497227" "CARMIL1" "retained_intron"
"ENST00000635618" "CARMIL1" "nonsense_mediated_decay"
"ENST00000476458" "CARMIL1" "lncRNA"
"ENST00000491327" "DXO" "retained_intron"
"ENST00000485557" "DXO" "retained_intron"
"ENST00000477826" "DXO" "retained_intron"
"ENST00000375349" "DXO" "protein_coding"
"ENST00000495340" "DXO" "protein_coding"
"ENST00000473976" "DXO" "retained_intron"
"ENST00000337523" "DXO" "protein_coding"
"ENST00000478221" "DXO" "lncRNA"
"ENST00000375356" "DXO" "protein_coding"
"ENST00000498357" "DXO" "retained_intron"
"ENST00000480240" "DXO" "nonsense_mediated_decay"
"ENST00000474587" "DXO" "lncRNA"
"ENST00000492946" "DXO" "retained_intron"
"ENST00000487914" "DXO" "lncRNA"
"ENST00000460058" "DXO" "retained_intron"
"ENST00000471097" "CMTR1" "lncRNA"
"ENST00000455891" "CMTR1" "protein_coding"
"ENST00000373451" "CMTR1" "protein_coding"
"ENST00000493656" "CMTR1" "lncRNA"
"ENST00000475364" "CMTR1" "nonsense_mediated_decay"
"ENST00000457419" "CMTR1" "protein_coding"
"ENST00000373408" "CCDC167" "protein_coding"
"ENST00000229903" "SAYSD1" "protein_coding"
"ENST00000373249" "SAYSD1" "protein_coding"
"ENST00000481599" "SAYSD1" "lncRNA"
"ENST00000614467" "BICRAL" "protein_coding"
"ENST00000314073" "BICRAL" "protein_coding"
"ENST00000394168" "BICRAL" "protein_coding"
"ENST00000230431" "DNPH1" "protein_coding"
"ENST00000509253" "DNPH1" "protein_coding"
"ENST00000393987" "DNPH1" "protein_coding"
"ENST00000505042" "DNPH1" "retained_intron"
"ENST00000372441" "LRRC73" "protein_coding"
"ENST00000495706" "SLC35B2" "lncRNA"
"ENST00000393810" "SLC35B2" "protein_coding"
"ENST00000393812" "SLC35B2" "protein_coding"
"ENST00000619636" "SLC35B2" "protein_coding"
"ENST00000538577" "SLC35B2" "protein_coding"
"ENST00000537814" "SLC35B2" "protein_coding"
"ENST00000615337" "SLC35B2" "protein_coding"
"ENST00000370598" "ADGRB3" "protein_coding"
"ENST00000546190" "ADGRB3" "protein_coding"
"ENST00000238918" "ADGRB3" "protein_coding"
"ENST00000604969" "ADGRB3" "protein_coding"
"ENST00000603207" "ADGRB3" "protein_coding"
"ENST00000389677" "FAXC" "protein_coding"
"ENST00000538471" "FAXC" "protein_coding"
"ENST00000461803" "FAXC" "lncRNA"
"ENST00000480148" "FAXC" "lncRNA"
"ENST00000368656" "FAM229B" "protein_coding"
"ENST00000604268" "FAM229B" "protein_coding"
"ENST00000525778" "SOGA3" "protein_coding"
"ENST00000465909" "SOGA3" "protein_coding"
"ENST00000467753" "SOGA3" "protein_coding"
"ENST00000452150" "EPB41L2" "retained_intron"
"ENST00000531410" "EPB41L2" "protein_coding"
"ENST00000528282" "EPB41L2" "protein_coding"
"ENST00000530481" "EPB41L2" "protein_coding"
"ENST00000337057" "EPB41L2" "protein_coding"
"ENST00000445890" "EPB41L2" "protein_coding"
"ENST00000628542" "EPB41L2" "protein_coding"
"ENST00000530757" "EPB41L2" "protein_coding"
"ENST00000392427" "EPB41L2" "protein_coding"
"ENST00000368128" "EPB41L2" "protein_coding"
"ENST00000527411" "EPB41L2" "protein_coding"
"ENST00000524581" "EPB41L2" "protein_coding"
"ENST00000525271" "EPB41L2" "protein_coding"
"ENST00000526782" "EPB41L2" "retained_intron"
"ENST00000368126" "EPB41L2" "retained_intron"
"ENST00000525193" "EPB41L2" "protein_coding"
"ENST00000527659" "EPB41L2" "protein_coding"
"ENST00000529208" "EPB41L2" "protein_coding"
"ENST00000527017" "EPB41L2" "protein_coding"
"ENST00000527423" "EPB41L2" "protein_coding"
"ENST00000456097" "EPB41L2" "protein_coding"
"ENST00000533912" "EPB41L2" "lncRNA"
"ENST00000525198" "EPB41L2" "protein_coding"
"ENST00000534166" "EPB41L2" "retained_intron"
"ENST00000639623" "EPB41L2" "protein_coding"
"ENST00000530148" "EPB41L2" "lncRNA"
"ENST00000528179" "EPB41L2" "lncRNA"
"ENST00000526333" "EPB41L2" "lncRNA"
"ENST00000529709" "EPB41L2" "protein_coding"
"ENST00000532499" "EPB41L2" "protein_coding"
"ENST00000526983" "EPB41L2" "protein_coding"
"ENST00000531356" "EPB41L2" "protein_coding"
"ENST00000530707" "EPB41L2" "protein_coding"
"ENST00000314099" "CTAGE9" "protein_coding"
"ENST00000275227" "SLC18B1" "protein_coding"
"ENST00000650136" "SLC18B1" "nonsense_mediated_decay"
"ENST00000650278" "SLC18B1" "protein_coding"
"ENST00000647932" "SLC18B1" "protein_coding"
"ENST00000650298" "SLC18B1" "nonsense_mediated_decay"
"ENST00000367918" "SLC18B1" "lncRNA"
"ENST00000460518" "SLC18B1" "lncRNA"
"ENST00000617204" "MAP7" "protein_coding"
"ENST00000432797" "MAP7" "protein_coding"
"ENST00000616617" "MAP7" "protein_coding"
"ENST00000618822" "MAP7" "protein_coding"
"ENST00000354570" "MAP7" "protein_coding"
"ENST00000454590" "MAP7" "protein_coding"
"ENST00000544465" "MAP7" "protein_coding"
"ENST00000438100" "MAP7" "protein_coding"
"ENST00000611373" "MAP7" "protein_coding"
"ENST00000251691" "ARFGEF3" "protein_coding"
"ENST00000470622" "IPCEF1" "lncRNA"
"ENST00000265198" "IPCEF1" "protein_coding"
"ENST00000422970" "IPCEF1" "protein_coding"
"ENST00000522590" "IPCEF1" "retained_intron"
"ENST00000367220" "IPCEF1" "protein_coding"
"ENST00000519344" "IPCEF1" "protein_coding"
"ENST00000519091" "IPCEF1" "lncRNA"
"ENST00000484827" "IPCEF1" "retained_intron"
"ENST00000517438" "IPCEF1" "protein_coding"
"ENST00000519405" "IPCEF1" "protein_coding"
"ENST00000519190" "IPCEF1" "protein_coding"
"ENST00000518162" "IPCEF1" "retained_intron"
"ENST00000520261" "IPCEF1" "protein_coding"
"ENST00000607772" "CNKSR3" "protein_coding"
"ENST00000433165" "CNKSR3" "lncRNA"
"ENST00000479339" "CNKSR3" "protein_coding"
"ENST00000424998" "CNKSR3" "protein_coding"
"ENST00000454664" "CNKSR3" "lncRNA"
"ENST00000360961" "MPC1" "protein_coding"
"ENST00000341756" "MPC1" "protein_coding"
"ENST00000621685" "MPC1" "protein_coding"
"ENST00000621630" "MPC1" "protein_coding"
"ENST00000487218" "MPC1" "lncRNA"
"ENST00000366868" "MPC1" "retained_intron"
"ENST00000475708" "MPC1" "lncRNA"
"ENST00000400825" "AFDN" "protein_coding"
"ENST00000344191" "AFDN" "protein_coding"
"ENST00000351017" "AFDN" "protein_coding"
"ENST00000392108" "AFDN" "protein_coding"
"ENST00000392112" "AFDN" "protein_coding"
"ENST00000400824" "AFDN" "protein_coding"
"ENST00000366809" "AFDN" "retained_intron"
"ENST00000447894" "AFDN" "protein_coding"
"ENST00000400822" "AFDN" "protein_coding"
"ENST00000366806" "AFDN" "protein_coding"
"ENST00000423229" "AFDN" "protein_coding"
"ENST00000503021" "AFDN" "retained_intron"
"ENST00000511637" "AFDN" "retained_intron"
"ENST00000497596" "AFDN" "protein_coding"
"ENST00000507679" "AFDN" "lncRNA"
"ENST00000509296" "AFDN" "retained_intron"
"ENST00000507704" "AFDN" "protein_coding"
"ENST00000476946" "AFDN" "protein_coding"
"ENST00000485634" "AFDN" "protein_coding"
"ENST00000515794" "AFDN" "protein_coding"
"ENST00000511503" "AFDN" "retained_intron"
"ENST00000486649" "AFDN" "lncRNA"
"ENST00000592367" "ERMARD" "protein_coding"
"ENST00000590711" "ERMARD" "protein_coding"
"ENST00000366772" "ERMARD" "protein_coding"
"ENST00000366773" "ERMARD" "protein_coding"
"ENST00000592745" "ERMARD" "protein_coding"
"ENST00000592315" "ERMARD" "nonsense_mediated_decay"
"ENST00000392095" "ERMARD" "protein_coding"
"ENST00000592580" "ERMARD" "retained_intron"
"ENST00000586341" "ERMARD" "protein_coding"
"ENST00000418781" "ERMARD" "protein_coding"
"ENST00000588437" "ERMARD" "protein_coding"
"ENST00000588451" "ERMARD" "protein_coding"
"ENST00000590017" "ERMARD" "nonsense_mediated_decay"
"ENST00000366771" "ERMARD" "retained_intron"
"ENST00000492738" "ERMARD" "retained_intron"
"ENST00000477995" "ERMARD" "retained_intron"
"ENST00000306984" "MPLKIP" "protein_coding"
"ENST00000389297" "CFAP69" "protein_coding"
"ENST00000485791" "CFAP69" "lncRNA"
"ENST00000427396" "CFAP69" "nonsense_mediated_decay"
"ENST00000451029" "CFAP69" "nonsense_mediated_decay"
"ENST00000497910" "CFAP69" "protein_coding"
"ENST00000463311" "CFAP69" "lncRNA"
"ENST00000457170" "CFAP69" "protein_coding"
"ENST00000418199" "CFAP69" "protein_coding"
"ENST00000475031" "CFAP69" "retained_intron"
"ENST00000449577" "CFAP69" "protein_coding"
"ENST00000491886" "CFAP69" "retained_intron"
"ENST00000412839" "CFAP69" "protein_coding"
"ENST00000445156" "CFAP69" "protein_coding"
"ENST00000615352" "SEM1" "protein_coding"
"ENST00000356686" "SEM1" "protein_coding"
"ENST00000493858" "SEM1" "lncRNA"
"ENST00000611360" "SEM1" "lncRNA"
"ENST00000466986" "SEM1" "nonsense_mediated_decay"
"ENST00000618105" "SEM1" "nonsense_mediated_decay"
"ENST00000619259" "SEM1" "nonsense_mediated_decay"
"ENST00000617133" "SEM1" "nonsense_mediated_decay"
"ENST00000613919" "SEM1" "nonsense_mediated_decay"
"ENST00000606019" "SEM1" "lncRNA"
"ENST00000616956" "SEM1" "lncRNA"
"ENST00000417009" "SEM1" "protein_coding"
"ENST00000622838" "SEM1" "lncRNA"
"ENST00000623693" "SEM1" "protein_coding"
"ENST00000623498" "SEM1" "protein_coding"
"ENST00000618028" "SEM1" "lncRNA"
"ENST00000622128" "SEM1" "lncRNA"
"ENST00000444799" "SEM1" "protein_coding"
"ENST00000449279" "SEM1" "nonsense_mediated_decay"
"ENST00000488005" "SEM1" "protein_coding"
"ENST00000413065" "SEM1" "protein_coding"
"ENST00000248566" "SEM1" "protein_coding"
"ENST00000482389" "SEM1" "retained_intron"
"ENST00000476463" "SEM1" "lncRNA"
"ENST00000341942" "LAMTOR4" "protein_coding"
"ENST00000474141" "LAMTOR4" "protein_coding"
"ENST00000460732" "LAMTOR4" "protein_coding"
"ENST00000474831" "LAMTOR4" "lncRNA"
"ENST00000494136" "LAMTOR4" "retained_intron"
"ENST00000441173" "LAMTOR4" "protein_coding"
"ENST00000468582" "LAMTOR4" "protein_coding"
"ENST00000488241" "LAMTOR4" "protein_coding"
"ENST00000473459" "LAMTOR4" "protein_coding"
"ENST00000466498" "LAMTOR4" "protein_coding"
"ENST00000488338" "LAMTOR4" "retained_intron"
"ENST00000490633" "LAMTOR4" "protein_coding"
"ENST00000313669" "COL26A1" "protein_coding"
