"Transcript_ID" "Gene_Name" "Description"
"ENST00000527736" "TENM4" "protein_coding"
"ENST00000528688" "TENM4" "lncRNA"
"ENST00000531583" "TENM4" "lncRNA"
"ENST00000328458" "IZUMO1R" "protein_coding"
"ENST00000440961" "IZUMO1R" "protein_coding"
"ENST00000527808" "BIRC2" "lncRNA"
"ENST00000532832" "BIRC2" "protein_coding"
"ENST00000530675" "BIRC2" "protein_coding"
"ENST00000534646" "BIRC2" "lncRNA"
"ENST00000533742" "BIRC2" "protein_coding"
"ENST00000227758" "BIRC2" "protein_coding"
"ENST00000532672" "BIRC2" "protein_coding"
"ENST00000531259" "BIRC2" "protein_coding"
"ENST00000527465" "BIRC2" "protein_coding"
"ENST00000621637" "BIRC2" "protein_coding"
"ENST00000613397" "BIRC2" "protein_coding"
"ENST00000527910" "BIRC2" "lncRNA"
"ENST00000528344" "BIRC2" "nonsense_mediated_decay"
"ENST00000534130" "BIRC2" "retained_intron"
"ENST00000406697" "C1S" "protein_coding"
"ENST00000328916" "C1S" "protein_coding"
"ENST00000617865" "C1S" "protein_coding"
"ENST00000402681" "C1S" "protein_coding"
"ENST00000489541" "C1S" "retained_intron"
"ENST00000360817" "C1S" "protein_coding"
"ENST00000541647" "C1S" "lncRNA"
"ENST00000543187" "C1S" "lncRNA"
"ENST00000488701" "C1S" "retained_intron"
"ENST00000423384" "C1S" "protein_coding"
"ENST00000413211" "C1S" "protein_coding"
"ENST00000403949" "C1S" "protein_coding"
"ENST00000443875" "C1S" "nonsense_mediated_decay"
"ENST00000542978" "C1S" "protein_coding"
"ENST00000495053" "C1S" "retained_intron"
"ENST00000463798" "C1S" "retained_intron"
"ENST00000473545" "C1S" "retained_intron"
"ENST00000470326" "C1S" "retained_intron"
"ENST00000461983" "C1S" "retained_intron"
"ENST00000495061" "C1S" "lncRNA"
"ENST00000497061" "C1S" "retained_intron"
"ENST00000298876" "SMCO2" "protein_coding"
"ENST00000416383" "SMCO2" "protein_coding"
"ENST00000543991" "SMCO2" "retained_intron"
"ENST00000535986" "SMCO2" "protein_coding"
"ENST00000538647" "SMCO2" "lncRNA"
"ENST00000541168" "SMCO2" "retained_intron"
"ENST00000398138" "RDH16" "protein_coding"
"ENST00000360752" "RDH16" "lncRNA"
"ENST00000552032" "MYRFL" "protein_coding"
"ENST00000547771" "MYRFL" "protein_coding"
"ENST00000548892" "MYRFL" "protein_coding"
"ENST00000535034" "MYRFL" "protein_coding"
"ENST00000299350" "MYRFL" "protein_coding"
"ENST00000548187" "CCER1" "lncRNA"
"ENST00000358859" "CCER1" "protein_coding"
"ENST00000549707" "CCER1" "nonsense_mediated_decay"
"ENST00000432564" "HCAR1" "protein_coding"
"ENST00000541143" "ADGRD1" "retained_intron"
"ENST00000261654" "ADGRD1" "protein_coding"
"ENST00000543826" "ADGRD1" "lncRNA"
"ENST00000542091" "ADGRD1" "protein_coding"
"ENST00000535015" "ADGRD1" "protein_coding"
"ENST00000541937" "ADGRD1" "lncRNA"
"ENST00000537600" "ADGRD1" "lncRNA"
"ENST00000544673" "ADGRD1" "lncRNA"
"ENST00000545900" "ADGRD1" "lncRNA"
"ENST00000376682" "ADGRD1" "lncRNA"
"ENST00000446583" "ADGRD1" "nonsense_mediated_decay"
"ENST00000335486" "ADGRD1" "protein_coding"
"ENST00000543617" "ADGRD1" "protein_coding"
"ENST00000536988" "ADGRD1" "lncRNA"
"ENST00000537489" "ADGRD1" "retained_intron"
"ENST00000540207" "ADGRD1" "lncRNA"
"ENST00000343307" "B3GLCT" "protein_coding"
"ENST00000461652" "B3GLCT" "lncRNA"
"ENST00000537894" "FAM216B" "protein_coding"
"ENST00000313851" "FAM216B" "protein_coding"
"ENST00000441843" "LACC1" "protein_coding"
"ENST00000425906" "LACC1" "protein_coding"
"ENST00000325686" "LACC1" "protein_coding"
"ENST00000378797" "RUBCNL" "protein_coding"
"ENST00000378781" "RUBCNL" "protein_coding"
"ENST00000429979" "RUBCNL" "protein_coding"
"ENST00000389908" "RUBCNL" "protein_coding"
"ENST00000487195" "RUBCNL" "retained_intron"
"ENST00000378784" "RUBCNL" "protein_coding"
"ENST00000441284" "RUBCNL" "nonsense_mediated_decay"
"ENST00000378787" "RUBCNL" "protein_coding"
"ENST00000409879" "RUBCNL" "protein_coding"
"ENST00000631139" "RUBCNL" "protein_coding"
"ENST00000417405" "RUBCNL" "protein_coding"
"ENST00000439642" "RUBCNL" "protein_coding"
"ENST00000497241" "TEX29" "nonsense_mediated_decay"
"ENST00000283547" "TEX29" "protein_coding"
"ENST00000375353" "TMEM255B" "protein_coding"
"ENST00000488362" "TMEM255B" "protein_coding"
"ENST00000483678" "TMEM255B" "lncRNA"
"ENST00000375348" "TMEM255B" "lncRNA"
"ENST00000498692" "TMEM255B" "lncRNA"
"ENST00000467169" "TMEM255B" "lncRNA"
"ENST00000557275" "SYNE3" "protein_coding"
"ENST00000334258" "SYNE3" "protein_coding"
"ENST00000554873" "SYNE3" "protein_coding"
"ENST00000555759" "SYNE3" "retained_intron"
"ENST00000553340" "SYNE3" "protein_coding"
"ENST00000380069" "EXOC3L4" "protein_coding"
"ENST00000559116" "EXOC3L4" "protein_coding"
"ENST00000560925" "EXOC3L4" "retained_intron"
"ENST00000560102" "EXOC3L4" "retained_intron"
"ENST00000559661" "EXOC3L4" "nonsense_mediated_decay"
"ENST00000560304" "EXOC3L4" "protein_coding"
"ENST00000559693" "EXOC3L4" "retained_intron"
"ENST00000557640" "RD3L" "protein_coding"
"ENST00000648118" "RD3L" "lncRNA"
"ENST00000434396" "ANKRD63" "protein_coding"
"ENST00000334287" "SLC51B" "protein_coding"
"ENST00000623677" "TMEM114" "lncRNA"
"ENST00000620492" "TMEM114" "protein_coding"
"ENST00000568335" "TMEM114" "protein_coding"
"ENST00000444171" "TMEM114" "retained_intron"
"ENST00000624696" "TMEM114" "protein_coding"
"ENST00000349457" "ADGRG5" "protein_coding"
"ENST00000564983" "ADGRG5" "retained_intron"
"ENST00000394361" "ADGRG5" "lncRNA"
"ENST00000564607" "ADGRG5" "retained_intron"
"ENST00000615867" "ADGRG5" "protein_coding"
"ENST00000340339" "ADGRG5" "protein_coding"
"ENST00000569839" "ADGRG5" "lncRNA"
"ENST00000569375" "DRC7" "protein_coding"
"ENST00000569167" "DRC7" "protein_coding"
"ENST00000394337" "DRC7" "protein_coding"
"ENST00000360716" "DRC7" "protein_coding"
"ENST00000563126" "DRC7" "protein_coding"
"ENST00000564297" "DRC7" "nonsense_mediated_decay"
"ENST00000336825" "DRC7" "protein_coding"
"ENST00000564132" "DRC7" "protein_coding"
"ENST00000562250" "DRC7" "protein_coding"
"ENST00000565609" "DRC7" "retained_intron"
"ENST00000301031" "SPATA33" "protein_coding"
"ENST00000579310" "SPATA33" "protein_coding"
"ENST00000566204" "SPATA33" "protein_coding"
"ENST00000565890" "SPATA33" "nonsense_mediated_decay"
"ENST00000457689" "SPATA33" "nonsense_mediated_decay"
"ENST00000567827" "SPATA33" "nonsense_mediated_decay"
"ENST00000564238" "SPATA33" "protein_coding"
"ENST00000611218" "SPATA33" "protein_coding"
"ENST00000568929" "SPATA33" "protein_coding"
"ENST00000566857" "SPATA33" "lncRNA"
"ENST00000574081" "SCIMP" "protein_coding"
"ENST00000399600" "SCIMP" "protein_coding"
"ENST00000571800" "SCIMP" "protein_coding"
"ENST00000574297" "SCIMP" "protein_coding"
"ENST00000396219" "CFAP52" "protein_coding"
"ENST00000575247" "CFAP52" "nonsense_mediated_decay"
"ENST00000352665" "CFAP52" "protein_coding"
"ENST00000574937" "CFAP52" "nonsense_mediated_decay"
"ENST00000572333" "CFAP52" "nonsense_mediated_decay"
"ENST00000576630" "CFAP52" "nonsense_mediated_decay"
"ENST00000576499" "CFAP52" "protein_coding"
"ENST00000576320" "CFAP52" "retained_intron"
"ENST00000576714" "CFAP52" "lncRNA"
"ENST00000574097" "CFAP52" "protein_coding"
"ENST00000579828" "DNAH9" "protein_coding"
"ENST00000262442" "DNAH9" "protein_coding"
"ENST00000579406" "DNAH9" "lncRNA"
"ENST00000454412" "DNAH9" "protein_coding"
"ENST00000579602" "DNAH9" "protein_coding"
"ENST00000579813" "DNAH9" "protein_coding"
"ENST00000585197" "DNAH9" "retained_intron"
"ENST00000583192" "DNAH9" "retained_intron"
"ENST00000584663" "DNAH9" "lncRNA"
"ENST00000578834" "DNAH9" "lncRNA"
"ENST00000579703" "DNAH9" "protein_coding"
"ENST00000580255" "DNAH9" "lncRNA"
"ENST00000608377" "DNAH9" "protein_coding"
"ENST00000396001" "DNAH9" "lncRNA"
"ENST00000581682" "DNAH9" "lncRNA"
"ENST00000329196" "SPPL2C" "protein_coding"
"ENST00000635860" "ANKFN1" "protein_coding"
"ENST00000653862" "ANKFN1" "protein_coding"
"ENST00000575594" "ANKFN1" "retained_intron"
"ENST00000574292" "ANKFN1" "lncRNA"
"ENST00000318698" "ANKFN1" "protein_coding"
"ENST00000566473" "ANKFN1" "protein_coding"
"ENST00000572945" "ANKFN1" "protein_coding"
"ENST00000573365" "ANKFN1" "lncRNA"
"ENST00000572312" "ANKFN1" "lncRNA"
"ENST00000572321" "ANKFN1" "lncRNA"
"ENST00000375215" "SMIM5" "protein_coding"
"ENST00000581115" "SMIM5" "lncRNA"
"ENST00000537494" "SMIM5" "protein_coding"
"ENST00000421688" "TMEM235" "protein_coding"
"ENST00000374946" "TMEM235" "protein_coding"
"ENST00000586400" "TMEM235" "protein_coding"
"ENST00000551068" "TMEM235" "protein_coding"
"ENST00000550981" "TMEM235" "protein_coding"
"ENST00000591033" "TMEM235" "protein_coding"
"ENST00000582937" "PIEZO2" "protein_coding"
"ENST00000302079" "PIEZO2" "protein_coding"
"ENST00000383408" "PIEZO2" "protein_coding"
"ENST00000538948" "PIEZO2" "lncRNA"
"ENST00000580640" "PIEZO2" "protein_coding"
"ENST00000503781" "PIEZO2" "protein_coding"
"ENST00000582913" "PIEZO2" "nonsense_mediated_decay"
"ENST00000581680" "PIEZO2" "nonsense_mediated_decay"
"ENST00000579151" "PIEZO2" "retained_intron"
"ENST00000643712" "PIEZO2" "protein_coding"
"ENST00000579949" "PIEZO2" "protein_coding"
"ENST00000578145" "PIEZO2" "retained_intron"
"ENST00000583325" "PIEZO2" "lncRNA"
"ENST00000579112" "PIEZO2" "protein_coding"
"ENST00000579899" "PIEZO2" "lncRNA"
"ENST00000215582" "MISP" "protein_coding"
"ENST00000614180" "MISP" "lncRNA"
"ENST00000592184" "PIN1" "lncRNA"
"ENST00000587625" "PIN1" "protein_coding"
"ENST00000247970" "PIN1" "protein_coding"
"ENST00000586025" "PIN1" "retained_intron"
"ENST00000590540" "PIN1" "lncRNA"
"ENST00000588695" "PIN1" "protein_coding"
"ENST00000586352" "PIN1" "nonsense_mediated_decay"
"ENST00000585442" "PIN1" "lncRNA"
"ENST00000589058" "PIN1" "lncRNA"
"ENST00000380889" "PIN1" "lncRNA"
"ENST00000591777" "PIN1" "nonsense_mediated_decay"
"ENST00000616433" "ANGPTL8" "protein_coding"
"ENST00000591200" "ANGPTL8" "protein_coding"
"ENST00000252453" "ANGPTL8" "protein_coding"
"ENST00000587543" "ANGPTL8" "protein_coding"
"ENST00000623882" "CERS1" "protein_coding"
"ENST00000623927" "CERS1" "protein_coding"
"ENST00000429504" "CERS1" "protein_coding"
"ENST00000542296" "CERS1" "protein_coding"
"ENST00000596048" "CERS1" "protein_coding"
"ENST00000355202" "ZNF607" "protein_coding"
"ENST00000395835" "ZNF607" "protein_coding"
"ENST00000586559" "ZNF607" "nonsense_mediated_decay"
"ENST00000590670" "ZNF607" "protein_coding"
"ENST00000591664" "ZNF607" "protein_coding"
"ENST00000599207" "PINLYP" "protein_coding"
"ENST00000244321" "PINLYP" "retained_intron"
"ENST00000612042" "PINLYP" "protein_coding"
"ENST00000562255" "PINLYP" "protein_coding"
"ENST00000569031" "PINLYP" "protein_coding"
"ENST00000413422" "PINLYP" "retained_intron"
"ENST00000562365" "PINLYP" "protein_coding"
"ENST00000576655" "GFY" "protein_coding"
"ENST00000610896" "GFY" "protein_coding"
"ENST00000301420" "KLK1" "protein_coding"
"ENST00000593859" "KLK1" "retained_intron"
"ENST00000593325" "KLK1" "nonsense_mediated_decay"
"ENST00000596300" "KLK1" "retained_intron"
"ENST00000391748" "LILRB2" "protein_coding"
"ENST00000434421" "LILRB2" "protein_coding"
"ENST00000314446" "LILRB2" "protein_coding"
"ENST00000455108" "LILRB2" "nonsense_mediated_decay"
"ENST00000391746" "LILRB2" "protein_coding"
"ENST00000493242" "LILRB2" "retained_intron"
"ENST00000391749" "LILRB2" "protein_coding"
"ENST00000471216" "LILRB2" "lncRNA"
"ENST00000432233" "LILRA5" "protein_coding"
"ENST00000486742" "LILRA5" "protein_coding"
"ENST00000477720" "LILRA5" "retained_intron"
"ENST00000489504" "LILRA5" "retained_intron"
"ENST00000446712" "LILRA5" "retained_intron"
"ENST00000427562" "LAMP5" "protein_coding"
"ENST00000246070" "LAMP5" "protein_coding"
"ENST00000484480" "NAA20" "lncRNA"
"ENST00000310450" "NAA20" "protein_coding"
"ENST00000463154" "NAA20" "lncRNA"
"ENST00000480550" "NAA20" "lncRNA"
"ENST00000334982" "NAA20" "protein_coding"
"ENST00000398602" "NAA20" "protein_coding"
"ENST00000481837" "NAA20" "retained_intron"
"ENST00000330271" "ACTL10" "protein_coding"
"ENST00000611891" "FNDC11" "protein_coding"
"ENST00000370098" "FNDC11" "protein_coding"
"ENST00000615526" "FNDC11" "protein_coding"
"ENST00000370097" "FNDC11" "protein_coding"
"ENST00000427522" "HELZ2" "protein_coding"
"ENST00000478861" "HELZ2" "lncRNA"
"ENST00000467148" "HELZ2" "protein_coding"
"ENST00000454223" "HELZ2" "lncRNA"
"ENST00000479540" "HELZ2" "lncRNA"
"ENST00000370082" "HELZ2" "retained_intron"
"ENST00000297904" "VEGFD" "protein_coding"
"ENST00000488351" "VEGFD" "lncRNA"
"ENST00000379869" "ADGRG2" "protein_coding"
"ENST00000379873" "ADGRG2" "protein_coding"
"ENST00000379876" "ADGRG2" "protein_coding"
"ENST00000379878" "ADGRG2" "protein_coding"
"ENST00000354791" "ADGRG2" "protein_coding"
"ENST00000357991" "ADGRG2" "protein_coding"
"ENST00000357544" "ADGRG2" "protein_coding"
"ENST00000360279" "ADGRG2" "protein_coding"
"ENST00000356606" "ADGRG2" "protein_coding"
"ENST00000340581" "ADGRG2" "protein_coding"
"ENST00000479496" "ADGRG2" "retained_intron"
"ENST00000379494" "SMPX" "protein_coding"
"ENST00000494525" "SMPX" "nonsense_mediated_decay"
"ENST00000646008" "SMPX" "protein_coding"
"ENST00000535523" "PIH1D3" "protein_coding"
"ENST00000372453" "PIH1D3" "protein_coding"
"ENST00000336387" "PIH1D3" "protein_coding"
"ENST00000371968" "LHFPL1" "protein_coding"
"ENST00000478229" "LHFPL1" "lncRNA"
"ENST00000481105" "STK26" "protein_coding"
"ENST00000394334" "STK26" "protein_coding"
"ENST00000354719" "STK26" "protein_coding"
"ENST00000394335" "STK26" "protein_coding"
"ENST00000496850" "STK26" "protein_coding"
